obra;mes_ano;uf;br;km_inicial;km_final;extensao;num_acidente;mes;ano;num_acidente_pred
G005;2018-05-01;MG;262;0,0;72,2;72,2;1,0;5;2018;0,0
G005;2018-06-01;MG;262;0,0;72,2;72,2;1,0;6;2018;0,0
G005;2018-07-01;MG;262;0,0;72,2;72,2;2,0;7;2018;0,0
G005;2018-08-01;MG;262;0,0;72,2;72,2;0,0;8;2018;0,0
G005;2018-09-01;MG;262;0,0;72,2;72,2;0,0;9;2018;0,0
G005;2018-10-01;MG;262;0,0;72,2;72,2;0,0;10;2018;0,0
G005;2018-11-01;MG;262;0,0;72,2;72,2;0,0;11;2018;0,0
G005;2018-12-01;MG;262;0,0;72,2;72,2;0,0;12;2018;0,0
G005;2019-01-01;MG;262;0,0;72,2;72,2;0,0;1;2019;0,0
G005;2019-02-01;MG;262;0,0;72,2;72,2;0,0;2;2019;0,0
G005;2019-03-01;MG;262;0,0;72,2;72,2;1,0;3;2019;0,0
G005;2019-04-01;MG;262;0,0;72,2;72,2;1,0;4;2019;0,0
G005;2019-05-01;MG;262;0,0;72,2;72,2;0,0;5;2019;0,0
G005;2019-06-01;MG;262;0,0;72,2;72,2;2,0;6;2019;0,0
G005;2019-07-01;MG;262;0,0;72,2;72,2;2,0;7;2019;0,0
G005;2019-08-01;MG;262;0,0;72,2;72,2;0,0;8;2019;0,0
G005;2019-09-01;MG;262;0,0;72,2;72,2;0,0;9;2019;0,0
G005;2019-10-01;MG;262;0,0;72,2;72,2;0,0;10;2019;0,0
G005;2019-11-01;MG;262;0,0;72,2;72,2;2,0;11;2019;0,0
G005;2019-12-01;MG;262;0,0;72,2;72,2;0,0;12;2019;0,0
G005;2020-01-01;MG;262;0,0;72,2;72,2;0,0;1;2020;0,0
G005;2020-02-01;MG;262;0,0;72,2;72,2;2,0;2;2020;0,0
G005;2020-03-01;MG;262;0,0;72,2;72,2;1,0;3;2020;0,0
G005;2020-04-01;MG;262;0,0;72,2;72,2;1,0;4;2020;0,0
G005;2020-05-01;MG;262;0,0;72,2;72,2;1,0;5;2020;0,0
G005;2020-06-01;MG;262;0,0;72,2;72,2;2,0;6;2020;0,0
G005;2020-07-01;MG;262;0,0;72,2;72,2;0,0;7;2020;0,0
G005;2020-08-01;MG;262;0,0;72,2;72,2;2,0;8;2020;0,0
G005;2020-09-01;MG;262;0,0;72,2;72,2;2,0;9;2020;0,0
G005;2020-10-01;MG;262;0,0;72,2;72,2;1,0;10;2020;0,0
G005;2020-11-01;MG;262;0,0;72,2;72,2;1,0;11;2020;0,0
G005;2020-12-01;MG;262;0,0;72,2;72,2;0,0;12;2020;0,0
G005;2021-01-01;MG;262;0,0;72,2;72,2;0,0;1;2021;0,0
G006;2016-02-01;MG;452;58,4;91,8;33,4;0,0;2;2016;0,0
G006;2016-03-01;MG;452;58,4;91,8;33,4;0,0;3;2016;0,0
G006;2016-04-01;MG;452;58,4;91,8;33,4;0,0;4;2016;0,0
G006;2016-05-01;MG;452;58,4;91,8;33,4;0,0;5;2016;0,0
G006;2016-06-01;MG;452;58,4;91,8;33,4;0,0;6;2016;0,0
G006;2016-07-01;MG;452;58,4;91,8;33,4;0,0;7;2016;0,0
G006;2016-08-01;MG;452;58,4;91,8;33,4;0,0;8;2016;0,0
G006;2016-09-01;MG;452;58,4;91,8;33,4;0,0;9;2016;0,0
G006;2016-10-01;MG;452;58,4;91,8;33,4;0,0;10;2016;0,0
G006;2016-11-01;MG;452;58,4;91,8;33,4;0,0;11;2016;0,0
G006;2016-12-01;MG;452;58,4;91,8;33,4;0,0;12;2016;0,0
G006;2017-01-01;MG;452;58,4;91,8;33,4;0,0;1;2017;0,0
G006;2017-02-01;MG;452;58,4;91,8;33,4;0,0;2;2017;0,0
G006;2017-03-01;MG;452;58,4;91,8;33,4;0,0;3;2017;0,0
G006;2017-04-01;MG;452;58,4;91,8;33,4;0,0;4;2017;0,0
G006;2017-05-01;MG;452;58,4;91,8;33,4;0,0;5;2017;0,0
G006;2017-06-01;MG;452;58,4;91,8;33,4;0,0;6;2017;0,0
G007;2016-04-01;MG;116;609,1;704,2;95,10000000000002;0,0;4;2016;0,0
G007;2016-05-01;MG;116;609,1;704,2;95,10000000000002;1,0;5;2016;0,0
G007;2016-06-01;MG;116;609,1;704,2;95,10000000000002;1,0;6;2016;0,0
G007;2016-07-01;MG;116;609,1;704,2;95,10000000000002;2,0;7;2016;0,0
G007;2016-08-01;MG;116;609,1;704,2;95,10000000000002;0,0;8;2016;0,0
G007;2016-09-01;MG;116;609,1;704,2;95,10000000000002;0,0;9;2016;0,0
G007;2016-10-01;MG;116;609,1;704,2;95,10000000000002;0,0;10;2016;0,0
G007;2016-11-01;MG;116;609,1;704,2;95,10000000000002;0,0;11;2016;0,0
G007;2016-12-01;MG;116;609,1;704,2;95,10000000000002;0,0;12;2016;0,0
G007;2017-01-01;MG;116;609,1;704,2;95,10000000000002;0,0;1;2017;0,0
G007;2017-02-01;MG;116;609,1;704,2;95,10000000000002;2,0;2;2017;0,0
G007;2017-03-01;MG;116;609,1;704,2;95,10000000000002;3,0;3;2017;0,0
G007;2017-04-01;MG;116;609,1;704,2;95,10000000000002;3,0;4;2017;0,0
G007;2017-05-01;MG;116;609,1;704,2;95,10000000000002;1,0;5;2017;0,0
G007;2017-06-01;MG;116;609,1;704,2;95,10000000000002;1,0;6;2017;0,0
G007;2017-07-01;MG;116;609,1;704,2;95,10000000000002;8,0;7;2017;0,0
G007;2017-08-01;MG;116;609,1;704,2;95,10000000000002;1,0;8;2017;0,0
G007;2017-09-01;MG;116;609,1;704,2;95,10000000000002;1,0;9;2017;0,0
G007;2017-10-01;MG;116;609,1;704,2;95,10000000000002;2,0;10;2017;0,0
G007;2017-11-01;MG;116;609,1;704,2;95,10000000000002;1,0;11;2017;0,0
G007;2017-12-01;MG;116;609,1;704,2;95,10000000000002;0,0;12;2017;0,0
G007;2018-01-01;MG;116;609,1;704,2;95,10000000000002;1,0;1;2018;0,0
G007;2018-02-01;MG;116;609,1;704,2;95,10000000000002;1,0;2;2018;0,0
G007;2018-03-01;MG;116;609,1;704,2;95,10000000000002;2,0;3;2018;0,0
G007;2018-04-01;MG;116;609,1;704,2;95,10000000000002;2,0;4;2018;0,0
G007;2018-05-01;MG;116;609,1;704,2;95,10000000000002;0,0;5;2018;0,0
G007;2018-06-01;MG;116;609,1;704,2;95,10000000000002;0,0;6;2018;0,0
G007;2018-07-01;MG;116;609,1;704,2;95,10000000000002;1,0;7;2018;0,0
G007;2018-08-01;MG;116;609,1;704,2;95,10000000000002;2,0;8;2018;0,0
G007;2018-09-01;MG;116;609,1;704,2;95,10000000000002;3,0;9;2018;0,0
G007;2018-10-01;MG;116;609,1;704,2;95,10000000000002;1,0;10;2018;0,0
G007;2018-11-01;MG;116;609,1;704,2;95,10000000000002;1,0;11;2018;0,0
G007;2018-12-01;MG;116;609,1;704,2;95,10000000000002;1,0;12;2018;0,0
G007;2019-01-01;MG;116;609,1;704,2;95,10000000000002;0,0;1;2019;0,0
G007;2019-02-01;MG;116;609,1;704,2;95,10000000000002;0,0;2;2019;0,0
G007;2019-03-01;MG;116;609,1;704,2;95,10000000000002;0,0;3;2019;0,0
G007;2019-04-01;MG;116;609,1;704,2;95,10000000000002;1,0;4;2019;0,0
G007;2019-05-01;MG;116;609,1;704,2;95,10000000000002;0,0;5;2019;0,0
G007;2019-06-01;MG;116;609,1;704,2;95,10000000000002;1,0;6;2019;0,0
G007;2019-07-01;MG;116;609,1;704,2;95,10000000000002;1,0;7;2019;0,0
G007;2019-08-01;MG;116;609,1;704,2;95,10000000000002;1,0;8;2019;0,0
G007;2019-09-01;MG;116;609,1;704,2;95,10000000000002;1,0;9;2019;0,0
G007;2019-10-01;MG;116;609,1;704,2;95,10000000000002;1,0;10;2019;0,0
G007;2019-11-01;MG;116;609,1;704,2;95,10000000000002;0,0;11;2019;0,0
G007;2019-12-01;MG;116;609,1;704,2;95,10000000000002;0,0;12;2019;0,0
G007;2020-01-01;MG;116;609,1;704,2;95,10000000000002;1,0;1;2020;0,0
G007;2020-02-01;MG;116;609,1;704,2;95,10000000000002;4,0;2;2020;0,0
G007;2020-03-01;MG;116;609,1;704,2;95,10000000000002;0,0;3;2020;0,0
G007;2020-04-01;MG;116;609,1;704,2;95,10000000000002;0,0;4;2020;0,0
G007;2020-05-01;MG;116;609,1;704,2;95,10000000000002;0,0;5;2020;0,0
G007;2020-06-01;MG;116;609,1;704,2;95,10000000000002;2,0;6;2020;0,0
G007;2020-07-01;MG;116;609,1;704,2;95,10000000000002;1,0;7;2020;0,0
G007;2020-08-01;MG;116;609,1;704,2;95,10000000000002;1,0;8;2020;0,0
G007;2020-09-01;MG;116;609,1;704,2;95,10000000000002;1,0;9;2020;0,0
G007;2020-10-01;MG;116;609,1;704,2;95,10000000000002;0,0;10;2020;0,0
G007;2020-11-01;MG;116;609,1;704,2;95,10000000000002;1,0;11;2020;0,0
G007;2020-12-01;MG;116;609,1;704,2;95,10000000000002;3,0;12;2020;0,0
G007;2021-01-01;MG;116;609,1;704,2;95,10000000000002;1,0;1;2021;0,0
G007;2021-02-01;MG;116;609,1;704,2;95,10000000000002;0,0;2;2021;0,0
G008;2017-01-01;MG;367;217,6;299,4;81,79999999999998;0,0;1;2017;0,0
G008;2017-02-01;MG;367;217,6;299,4;81,79999999999998;0,0;2;2017;0,0
G008;2017-03-01;MG;367;217,6;299,4;81,79999999999998;0,0;3;2017;0,0
G008;2017-04-01;MG;367;217,6;299,4;81,79999999999998;0,0;4;2017;0,0
G008;2017-05-01;MG;367;217,6;299,4;81,79999999999998;0,0;5;2017;0,0
G008;2017-06-01;MG;367;217,6;299,4;81,79999999999998;0,0;6;2017;0,0
G008;2017-07-01;MG;367;217,6;299,4;81,79999999999998;0,0;7;2017;0,0
G008;2017-08-01;MG;367;217,6;299,4;81,79999999999998;0,0;8;2017;0,0
G008;2017-09-01;MG;367;217,6;299,4;81,79999999999998;0,0;9;2017;0,0
G008;2017-10-01;MG;367;217,6;299,4;81,79999999999998;0,0;10;2017;0,0
G008;2017-11-01;MG;367;217,6;299,4;81,79999999999998;0,0;11;2017;0,0
G008;2017-12-01;MG;367;217,6;299,4;81,79999999999998;0,0;12;2017;0,0
G008;2018-01-01;MG;367;217,6;299,4;81,79999999999998;0,0;1;2018;0,0
G008;2018-02-01;MG;367;217,6;299,4;81,79999999999998;0,0;2;2018;0,0
G008;2018-03-01;MG;367;217,6;299,4;81,79999999999998;0,0;3;2018;0,0
G008;2018-04-01;MG;367;217,6;299,4;81,79999999999998;0,0;4;2018;0,0
G008;2018-05-01;MG;367;217,6;299,4;81,79999999999998;0,0;5;2018;0,0
G008;2018-06-01;MG;367;217,6;299,4;81,79999999999998;0,0;6;2018;0,0
G008;2018-07-01;MG;367;217,6;299,4;81,79999999999998;0,0;7;2018;0,0
G008;2018-08-01;MG;367;217,6;299,4;81,79999999999998;0,0;8;2018;0,0
G008;2018-09-01;MG;367;217,6;299,4;81,79999999999998;0,0;9;2018;0,0
G008;2018-10-01;MG;367;217,6;299,4;81,79999999999998;0,0;10;2018;0,0
G008;2018-11-01;MG;367;217,6;299,4;81,79999999999998;0,0;11;2018;0,0
G008;2018-12-01;MG;367;217,6;299,4;81,79999999999998;0,0;12;2018;0,0
G008;2019-01-01;MG;367;217,6;299,4;81,79999999999998;0,0;1;2019;0,0
G008;2019-02-01;MG;367;217,6;299,4;81,79999999999998;0,0;2;2019;0,0
G008;2019-03-01;MG;367;217,6;299,4;81,79999999999998;0,0;3;2019;0,0
G008;2019-04-01;MG;367;217,6;299,4;81,79999999999998;0,0;4;2019;0,0
G008;2019-05-01;MG;367;217,6;299,4;81,79999999999998;0,0;5;2019;0,0
G008;2019-06-01;MG;367;217,6;299,4;81,79999999999998;0,0;6;2019;0,0
G008;2019-07-01;MG;367;217,6;299,4;81,79999999999998;0,0;7;2019;0,0
G008;2019-08-01;MG;367;217,6;299,4;81,79999999999998;0,0;8;2019;0,0
G008;2019-09-01;MG;367;217,6;299,4;81,79999999999998;0,0;9;2019;0,0
G008;2019-10-01;MG;367;217,6;299,4;81,79999999999998;0,0;10;2019;0,0
G008;2019-11-01;MG;367;217,6;299,4;81,79999999999998;0,0;11;2019;0,0
G008;2019-12-01;MG;367;217,6;299,4;81,79999999999998;0,0;12;2019;0,0
G008;2020-01-01;MG;367;217,6;299,4;81,79999999999998;0,0;1;2020;0,0
G008;2020-02-01;MG;367;217,6;299,4;81,79999999999998;0,0;2;2020;0,0
G008;2020-03-01;MG;367;217,6;299,4;81,79999999999998;0,0;3;2020;0,0
G008;2020-04-01;MG;367;217,6;299,4;81,79999999999998;0,0;4;2020;0,0
G008;2020-05-01;MG;367;217,6;299,4;81,79999999999998;0,0;5;2020;0,0
G008;2020-06-01;MG;367;217,6;299,4;81,79999999999998;0,0;6;2020;0,0
G008;2020-07-01;MG;367;217,6;299,4;81,79999999999998;0,0;7;2020;0,0
G008;2020-08-01;MG;367;217,6;299,4;81,79999999999998;0,0;8;2020;0,0
G008;2020-09-01;MG;367;217,6;299,4;81,79999999999998;0,0;9;2020;0,0
G008;2020-10-01;MG;367;217,6;299,4;81,79999999999998;0,0;10;2020;0,0
G008;2020-11-01;MG;367;217,6;299,4;81,79999999999998;0,0;11;2020;0,0
G008;2020-12-01;MG;367;217,6;299,4;81,79999999999998;0,0;12;2020;0,0
G008;2021-01-01;MG;367;217,6;299,4;81,79999999999998;0,0;1;2021;0,0
G009;2017-03-01;MG;367;152,9;217,6;64,69999999999999;0,0;3;2017;0,0
G009;2017-04-01;MG;367;152,9;217,6;64,69999999999999;0,0;4;2017;0,0
G009;2017-05-01;MG;367;152,9;217,6;64,69999999999999;0,0;5;2017;0,0
G009;2017-06-01;MG;367;152,9;217,6;64,69999999999999;0,0;6;2017;0,0
G009;2017-07-01;MG;367;152,9;217,6;64,69999999999999;0,0;7;2017;0,0
G009;2017-08-01;MG;367;152,9;217,6;64,69999999999999;0,0;8;2017;0,0
G009;2017-09-01;MG;367;152,9;217,6;64,69999999999999;0,0;9;2017;0,0
G009;2017-10-01;MG;367;152,9;217,6;64,69999999999999;0,0;10;2017;0,0
G009;2017-11-01;MG;367;152,9;217,6;64,69999999999999;0,0;11;2017;0,0
G009;2017-12-01;MG;367;152,9;217,6;64,69999999999999;0,0;12;2017;0,0
G009;2018-01-01;MG;367;152,9;217,6;64,69999999999999;0,0;1;2018;0,0
G009;2018-02-01;MG;367;152,9;217,6;64,69999999999999;0,0;2;2018;0,0
G009;2018-03-01;MG;367;152,9;217,6;64,69999999999999;0,0;3;2018;0,0
G009;2018-04-01;MG;367;152,9;217,6;64,69999999999999;0,0;4;2018;0,0
G009;2018-05-01;MG;367;152,9;217,6;64,69999999999999;0,0;5;2018;0,0
G009;2018-06-01;MG;367;152,9;217,6;64,69999999999999;0,0;6;2018;0,0
G009;2018-07-01;MG;367;152,9;217,6;64,69999999999999;0,0;7;2018;0,0
G009;2018-08-01;MG;367;152,9;217,6;64,69999999999999;0,0;8;2018;0,0
G009;2018-09-01;MG;367;152,9;217,6;64,69999999999999;0,0;9;2018;0,0
G009;2018-10-01;MG;367;152,9;217,6;64,69999999999999;0,0;10;2018;0,0
G009;2018-11-01;MG;367;152,9;217,6;64,69999999999999;0,0;11;2018;0,0
G009;2018-12-01;MG;367;152,9;217,6;64,69999999999999;0,0;12;2018;0,0
G009;2019-01-01;MG;367;152,9;217,6;64,69999999999999;0,0;1;2019;0,0
G009;2019-02-01;MG;367;152,9;217,6;64,69999999999999;0,0;2;2019;0,0
G009;2019-03-01;MG;367;152,9;217,6;64,69999999999999;0,0;3;2019;0,0
G009;2019-04-01;MG;367;152,9;217,6;64,69999999999999;0,0;4;2019;0,0
G009;2019-05-01;MG;367;152,9;217,6;64,69999999999999;0,0;5;2019;0,0
G009;2019-06-01;MG;367;152,9;217,6;64,69999999999999;0,0;6;2019;0,0
G009;2019-07-01;MG;367;152,9;217,6;64,69999999999999;0,0;7;2019;0,0
G009;2019-08-01;MG;367;152,9;217,6;64,69999999999999;0,0;8;2019;0,0
G009;2019-09-01;MG;367;152,9;217,6;64,69999999999999;0,0;9;2019;0,0
G009;2019-10-01;MG;367;152,9;217,6;64,69999999999999;0,0;10;2019;0,0
G009;2019-11-01;MG;367;152,9;217,6;64,69999999999999;0,0;11;2019;0,0
G009;2019-12-01;MG;367;152,9;217,6;64,69999999999999;0,0;12;2019;0,0
G009;2020-01-01;MG;367;152,9;217,6;64,69999999999999;0,0;1;2020;0,0
G009;2020-02-01;MG;367;152,9;217,6;64,69999999999999;0,0;2;2020;0,0
G009;2020-03-01;MG;367;152,9;217,6;64,69999999999999;0,0;3;2020;0,0
G009;2020-04-01;MG;367;152,9;217,6;64,69999999999999;0,0;4;2020;0,0
G009;2020-05-01;MG;367;152,9;217,6;64,69999999999999;0,0;5;2020;0,0
G009;2020-06-01;MG;367;152,9;217,6;64,69999999999999;0,0;6;2020;0,0
G009;2020-07-01;MG;367;152,9;217,6;64,69999999999999;0,0;7;2020;0,0
G009;2020-08-01;MG;367;152,9;217,6;64,69999999999999;0,0;8;2020;0,0
G009;2020-09-01;MG;367;152,9;217,6;64,69999999999999;0,0;9;2020;0,0
G009;2020-10-01;MG;367;152,9;217,6;64,69999999999999;0,0;10;2020;0,0
G009;2020-11-01;MG;367;152,9;217,6;64,69999999999999;0,0;11;2020;0,0
G009;2020-12-01;MG;367;152,9;217,6;64,69999999999999;0,0;12;2020;0,0
G009;2021-01-01;MG;367;152,9;217,6;64,69999999999999;0,0;1;2021;0,0
G009;2021-02-01;MG;367;152,9;217,6;64,69999999999999;0,0;2;2021;0,0
G010;2019-03-01;MG;259;0,0;85,0;85,0;0,0;3;2019;0,0
G010;2019-04-01;MG;259;0,0;85,0;85,0;0,0;4;2019;0,0
G010;2019-05-01;MG;259;0,0;85,0;85,0;0,0;5;2019;0,0
G010;2019-06-01;MG;259;0,0;85,0;85,0;0,0;6;2019;1,0
G010;2019-07-01;MG;259;0,0;85,0;85,0;0,0;7;2019;0,0
G010;2019-08-01;MG;259;0,0;85,0;85,0;0,0;8;2019;0,0
G010;2019-09-01;MG;259;0,0;85,0;85,0;0,0;9;2019;0,0
G010;2019-10-01;MG;259;0,0;85,0;85,0;0,0;10;2019;0,0
G010;2019-11-01;MG;259;0,0;85,0;85,0;0,0;11;2019;2,0
G010;2019-12-01;MG;259;0,0;85,0;85,0;0,0;12;2019;0,0
G010;2020-01-01;MG;259;0,0;85,0;85,0;0,0;1;2020;0,0
G010;2020-02-01;MG;259;0,0;85,0;85,0;0,0;2;2020;0,0
G010;2020-03-01;MG;259;0,0;85,0;85,0;0,0;3;2020;0,0
G010;2020-04-01;MG;259;0,0;85,0;85,0;0,0;4;2020;0,0
G010;2020-05-01;MG;259;0,0;85,0;85,0;0,0;5;2020;0,0
G010;2020-06-01;MG;259;0,0;85,0;85,0;0,0;6;2020;1,0
G010;2020-07-01;MG;259;0,0;85,0;85,0;0,0;7;2020;0,0
G010;2020-08-01;MG;259;0,0;85,0;85,0;0,0;8;2020;0,0
G010;2020-09-01;MG;259;0,0;85,0;85,0;0,0;9;2020;0,0
G010;2020-10-01;MG;259;0,0;85,0;85,0;0,0;10;2020;0,0
G010;2020-11-01;MG;259;0,0;85,0;85,0;0,0;11;2020;2,0
G010;2020-12-01;MG;259;0,0;85,0;85,0;0,0;12;2020;0,0
G010;2021-01-01;MG;259;0,0;85,0;85,0;0,0;1;2021;0,0
G010;2021-02-01;MG;259;0,0;85,0;85,0;0,0;2;2021;0,0
G010;2021-03-01;MG;259;0,0;85,0;85,0;0,0;3;2021;0,0
Z093;2007-06-01;MG;369;14,4;53,2;38,800000000000004;0,0;6;2007;0,0
Z093;2007-07-01;MG;369;14,4;53,2;38,800000000000004;0,0;7;2007;0,0
Z093;2007-08-01;MG;369;14,4;53,2;38,800000000000004;0,0;8;2007;0,0
Z093;2007-09-01;MG;369;14,4;53,2;38,800000000000004;0,0;9;2007;0,0
Z093;2007-10-01;MG;369;14,4;53,2;38,800000000000004;0,0;10;2007;0,0
Z093;2007-11-01;MG;369;14,4;53,2;38,800000000000004;0,0;11;2007;0,0
Z093;2007-12-01;MG;369;14,4;53,2;38,800000000000004;0,0;12;2007;0,0
Z093;2008-01-01;MG;369;14,4;53,2;38,800000000000004;0,0;1;2008;0,0
Z093;2008-02-01;MG;369;14,4;53,2;38,800000000000004;0,0;2;2008;0,0
Z093;2008-03-01;MG;369;14,4;53,2;38,800000000000004;0,0;3;2008;0,0
Z093;2008-04-01;MG;369;14,4;53,2;38,800000000000004;0,0;4;2008;0,0
Z093;2008-05-01;MG;369;14,4;53,2;38,800000000000004;0,0;5;2008;0,0
Z093;2008-06-01;MG;369;14,4;53,2;38,800000000000004;0,0;6;2008;0,0
Z093;2008-07-01;MG;369;14,4;53,2;38,800000000000004;0,0;7;2008;0,0
Z093;2008-08-01;MG;369;14,4;53,2;38,800000000000004;0,0;8;2008;0,0
Z093;2008-09-01;MG;369;14,4;53,2;38,800000000000004;0,0;9;2008;0,0
Z093;2008-10-01;MG;369;14,4;53,2;38,800000000000004;0,0;10;2008;0,0
Z093;2008-11-01;MG;369;14,4;53,2;38,800000000000004;0,0;11;2008;0,0
Z093;2008-12-01;MG;369;14,4;53,2;38,800000000000004;0,0;12;2008;0,0
Z093;2009-01-01;MG;369;14,4;53,2;38,800000000000004;0,0;1;2009;0,0
Z093;2009-02-01;MG;369;14,4;53,2;38,800000000000004;0,0;2;2009;0,0
Z093;2009-03-01;MG;369;14,4;53,2;38,800000000000004;0,0;3;2009;0,0
Z093;2009-04-01;MG;369;14,4;53,2;38,800000000000004;0,0;4;2009;0,0
Z093;2009-05-01;MG;369;14,4;53,2;38,800000000000004;0,0;5;2009;0,0
Z102;2007-09-01;MG;356;212,3;264,3;52,0;0,0;9;2007;0,0
Z102;2007-10-01;MG;356;212,3;264,3;52,0;0,0;10;2007;0,0
Z102;2007-11-01;MG;356;212,3;264,3;52,0;0,0;11;2007;0,0
Z102;2007-12-01;MG;356;212,3;264,3;52,0;0,0;12;2007;0,0
Z102;2008-01-01;MG;356;212,3;264,3;52,0;0,0;1;2008;0,0
Z102;2008-02-01;MG;356;212,3;264,3;52,0;0,0;2;2008;0,0
Z102;2008-03-01;MG;356;212,3;264,3;52,0;0,0;3;2008;0,0
Z102;2008-04-01;MG;356;212,3;264,3;52,0;0,0;4;2008;0,0
Z102;2008-05-01;MG;356;212,3;264,3;52,0;0,0;5;2008;0,0
Z102;2008-06-01;MG;356;212,3;264,3;52,0;0,0;6;2008;0,0
Z102;2008-07-01;MG;356;212,3;264,3;52,0;0,0;7;2008;0,0
Z102;2008-08-01;MG;356;212,3;264,3;52,0;0,0;8;2008;0,0
Z102;2008-09-01;MG;356;212,3;264,3;52,0;0,0;9;2008;0,0
Z102;2008-10-01;MG;356;212,3;264,3;52,0;0,0;10;2008;0,0
Z102;2008-11-01;MG;356;212,3;264,3;52,0;0,0;11;2008;0,0
Z102;2008-12-01;MG;356;212,3;264,3;52,0;0,0;12;2008;0,0
Z102;2009-01-01;MG;356;212,3;264,3;52,0;0,0;1;2009;0,0
Z102;2009-02-01;MG;356;212,3;264,3;52,0;0,0;2;2009;0,0
Z102;2009-03-01;MG;356;212,3;264,3;52,0;0,0;3;2009;0,0
Z102;2009-04-01;MG;356;212,3;264,3;52,0;0,0;4;2009;0,0
Z102;2009-05-01;MG;356;212,3;264,3;52,0;0,0;5;2009;0,0
Z102;2009-06-01;MG;356;212,3;264,3;52,0;0,0;6;2009;0,0
Z102;2009-07-01;MG;356;212,3;264,3;52,0;0,0;7;2009;0,0
Z102;2009-08-01;MG;356;212,3;264,3;52,0;0,0;8;2009;0,0
Z109;2008-09-01;MG;40;320,6;423,0;102,39999999999998;0,0;9;2008;1,0
Z109;2008-10-01;MG;40;320,6;423,0;102,39999999999998;0,0;10;2008;0,0
Z109;2008-11-01;MG;40;320,6;423,0;102,39999999999998;1,0;11;2008;1,0
Z109;2008-12-01;MG;40;320,6;423,0;102,39999999999998;1,0;12;2008;4,0
Z109;2009-01-01;MG;40;320,6;423,0;102,39999999999998;1,0;1;2009;0,0
Z109;2009-02-01;MG;40;320,6;423,0;102,39999999999998;1,0;2;2009;0,0
Z109;2009-03-01;MG;40;320,6;423,0;102,39999999999998;0,0;3;2009;0,0
Z109;2009-04-01;MG;40;320,6;423,0;102,39999999999998;0,0;4;2009;1,0
Z109;2009-05-01;MG;40;320,6;423,0;102,39999999999998;0,0;5;2009;0,0
Z109;2009-06-01;MG;40;320,6;423,0;102,39999999999998;0,0;6;2009;1,0
Z109;2009-07-01;MG;40;320,6;423,0;102,39999999999998;1,0;7;2009;0,0
Z109;2009-08-01;MG;40;320,6;423,0;102,39999999999998;0,0;8;2009;0,0
Z109;2009-09-01;MG;40;320,6;423,0;102,39999999999998;2,0;9;2009;1,0
Z109;2009-10-01;MG;40;320,6;423,0;102,39999999999998;1,0;10;2009;0,0
Z109;2009-11-01;MG;40;320,6;423,0;102,39999999999998;0,0;11;2009;1,0
Z109;2009-12-01;MG;40;320,6;423,0;102,39999999999998;0,0;12;2009;4,0
Z109;2010-01-01;MG;40;320,6;423,0;102,39999999999998;0,0;1;2010;0,0
Z109;2010-02-01;MG;40;320,6;423,0;102,39999999999998;0,0;2;2010;0,0
Z109;2010-03-01;MG;40;320,6;423,0;102,39999999999998;1,0;3;2010;0,0
Z109;2010-04-01;MG;40;320,6;423,0;102,39999999999998;0,0;4;2010;1,0
Z109;2010-05-01;MG;40;320,6;423,0;102,39999999999998;0,0;5;2010;0,0
Z109;2010-06-01;MG;40;320,6;423,0;102,39999999999998;0,0;6;2010;1,0
Z109;2010-07-01;MG;40;320,6;423,0;102,39999999999998;0,0;7;2010;0,0
Z109;2010-08-01;MG;40;320,6;423,0;102,39999999999998;0,0;8;2010;0,0
Z109;2010-09-01;MG;40;320,6;423,0;102,39999999999998;0,0;9;2010;1,0
Z109;2010-10-01;MG;40;320,6;423,0;102,39999999999998;0,0;10;2010;0,0
Z109;2010-11-01;MG;40;320,6;423,0;102,39999999999998;0,0;11;2010;1,0
Z109;2010-12-01;MG;40;320,6;423,0;102,39999999999998;1,0;12;2010;4,0
Z109;2011-01-01;MG;40;320,6;423,0;102,39999999999998;1,0;1;2011;2,0
Z109;2011-02-01;MG;40;320,6;423,0;102,39999999999998;0,0;2;2011;1,0
Z109;2011-03-01;MG;40;320,6;423,0;102,39999999999998;2,0;3;2011;0,0
Z109;2011-04-01;MG;40;320,6;423,0;102,39999999999998;0,0;4;2011;0,0
Z109;2011-05-01;MG;40;320,6;423,0;102,39999999999998;0,0;5;2011;0,0
Z109;2011-06-01;MG;40;320,6;423,0;102,39999999999998;0,0;6;2011;1,0
Z109;2011-07-01;MG;40;320,6;423,0;102,39999999999998;1,0;7;2011;0,0
Z109;2011-08-01;MG;40;320,6;423,0;102,39999999999998;0,0;8;2011;0,0
Z109;2011-09-01;MG;40;320,6;423,0;102,39999999999998;0,0;9;2011;0,0
Z109;2011-10-01;MG;40;320,6;423,0;102,39999999999998;1,0;10;2011;0,0
Z109;2011-11-01;MG;40;320,6;423,0;102,39999999999998;0,0;11;2011;0,0
Z109;2011-12-01;MG;40;320,6;423,0;102,39999999999998;0,0;12;2011;2,0
Z109;2012-01-01;MG;40;320,6;423,0;102,39999999999998;0,0;1;2012;0,0
Z109;2012-02-01;MG;40;320,6;423,0;102,39999999999998;1,0;2;2012;2,0
Z109;2012-03-01;MG;40;320,6;423,0;102,39999999999998;0,0;3;2012;2,0
Z109;2012-04-01;MG;40;320,6;423,0;102,39999999999998;0,0;4;2012;2,0
